股票代码,股票名称,所属行业,概念板块,地区,总股本,流通股
sz300926,博俊科技,汽车零部件,"转债标的,预盈预增,融资融券,特斯拉,创业板综,深股通,新能源车,华为汽车,专精特新,2025中报预增",江苏,434309173.0,283291691.0
sz300927,江天化学,化学原料,"机构重仓,融资融券,央国企改革,创业板综,专精特新,并购重组概念",江苏,144360000.0,140888705.0
sz300928,华安鑫创,汽车零部件,"预亏预减,融资融券,创业板综,无人驾驶,车联网(车路云),飞行汽车(eVTOL)",北京,80000000.0,53013103.0
sz300929,华骐环保,环保行业,"节能环保,预亏预减,融资融券,PPP模式,创业板综,人工智能,乡村振兴,氢能源,医废处理,专精特新,微盘股",安徽,132132956.0,126747356.0
sz300930,屹通新材,有色金属,"节能环保,锂电池,融资融券,海工装备,创业板综,抽水蓄能,专精特新",浙江,100000000.0,47125001.0
sz300931,通用电梯,专用设备,"物联网,预亏预减,融资融券,创业板综,微盘股",江苏,240146000.0,200443513.0
sz300932,三友联众,电网设备,"机构重仓,融资融券,创业板综,新能源车",广东,320103998.0,227993798.0
sz300933,中辰股份,电网设备,"转债标的,智能电网,融资融券,创业板综,特高压,专精特新,东数西算,算力概念",江苏,469659755.0,469659755.0
sz300935,盈建科,软件开发,"融资融券,国产软件,一带一路,创业板综,人工智能,数字孪生,装配建筑,职业教育,建筑节能,新型城镇化,信创,微盘股,房屋检测",北京,79430680.0,60273655.0
sz300936,中英科技,电子元件,"融资融券,5G概念,创业板综,无人驾驶,华为概念,PCB,半导体概念,专精特新,毫米波概念",江苏,75200000.0,47460275.0
sz300937,药易购,医药商业,"预亏预减,西部大开发,融资融券,大数据,创业板综,互联医疗,快递概念,内贸流通,DeepSeek概念",四川,95666682.0,62647347.0
sz300938,信测标准,专业服务,"军工,转债标的,深圳特区,融资融券,创业板综,深股通,小米概念,华为概念,低空经济",广东,228988343.0,153130936.0
sz300939,秋田微,光学光电子,"深圳特区,融资融券,充电桩,创业板综,人工智能,MiniLED,电子纸概念,电子后视镜,光通信模块",广东,120000000.0,120000000.0
sz300940,南极光,光学光电子,"QFII重仓,深圳特区,预盈预增,LED,融资融券,创业板综,MiniLED",广东,222644372.0,157479422.0
sz300941,创识科技,互联网服务,"移动支付,融资融券,养老概念,阿里概念,创业板综,人工智能,雄安新区,互联医疗,数字货币,抖音概念(字节概念),鸿蒙概念,信创",福建,204750000.0,118904578.0
sz300942,易瑞生物,化学制药,"转债标的,深圳特区,融资融券,食品安全,医疗器械概念,创业板综,流感,专精特新,痘病毒防治",广东,401318565.0,401318565.0
sz300943,春晖智控,通用设备,"融资融券,油气设服,创业板综,昨日涨停,天然气,氢能源,昨日涨停_含一字,汽车热管理",浙江,203820000.0,134340287.0
sz300945,曼卡龙,珠宝首饰,"黄金概念,融资融券,创业板综,新零售,内贸流通,元宇宙概念,培育钻石,谷子经济,小红书概念",浙江,262071629.0,238332997.0
sz300946,恒而达,通用设备,"融资融券,创业板综,工业母机,专精特新",福建,156007800.0,75804300.0
sz300947,德必集团,专业服务,"融资融券,创业板综,人工智能,租售同权,边缘计算,空间计算,谷子经济",上海,151137696.0,151077731.0
sz300948,冠中生态,环保行业,"节能环保,转债标的,预亏预减,融资融券,创业板综,土壤修复,新型城镇化,微盘股",山东,140030528.0,130806091.0
sz300949,奥雅股份,工程咨询服务,"深圳特区,机构重仓,融资融券,婴童概念,粤港自贸,创业板综,人工智能,元宇宙概念,职业教育,虚拟数字人,建筑节能,新型城镇化,AIGC概念,算力概念,微盘股,谷子经济,小红书概念",广东,60328300.0,34301063.0
sz300950,德固特,专用设备,"节能环保,预盈预增,核能核电,融资融券,创业板综,氢能源,专精特新",山东,152480000.0,90374775.0
sz300951,博硕科技,消费电子,"深圳特区,融资融券,苹果概念,创业板综,深股通,富士康,电子烟,专精特新",广东,169140546.0,151134306.0
sz300952,恒辉安防,纺织服装,"军工,新材料,机构重仓,融资融券,石墨烯,海洋经济,创业板综,贬值受益,机器人概念",江苏,172448225.0,104420424.0
sz300953,震裕科技,电池,"节能环保,预盈预增,锂电池,融资融券,创业板综,深股通,养老金,新能源车,储能,百元股,机器人概念,飞行汽车(eVTOL),低空经济,人形机器人,2025中报预增",浙江,173477731.0,124753594.0
sz300955,嘉亨家化,美容护理,"预亏预减,融资融券,婴童概念,创业板综,化妆品概念,微盘股",福建,100800000.0,58846341.0
sz300956,英力股份,消费电子,"预盈预增,太阳能,融资融券,特斯拉,创业板综,贬值受益,小米概念,HIT电池,专精特新,绿色电力,TOPCon电池,AIPC",安徽,215427660.0,210452395.0
sz300957,贝泰妮,美容护理,"QFII重仓,深成500,西部大开发,融资融券,创业成份,婴童概念,电商概念,医疗器械概念,中证500,创业板综,深股通,医疗美容,化妆品概念,跨境电商,小红书概念",云南,423600000.0,423600000.0
sz300958,建工修复,环保行业,"节能环保,预亏预减,融资融券,央国企改革,创业板综,土壤修复,新型城镇化,微盘股",北京,156736579.0,91049427.0
sz300959,线上线下,通信服务,"融资融券,创业板综,抖音概念(字节概念),小红书概念",江苏,80367800.0,52355219.0
sz300960,通业科技,交运设备,"节能环保,深圳特区,铁路基建,融资融券,充电桩,超级电容,一带一路,创业板综,昨日涨停,装配建筑,磁悬浮概念,储能,专精特新,昨日涨停_含一字",广东,144444265.0,130878265.0
sz300961,深水海纳,环保行业,"节能环保,QFII重仓,深圳特区,机构重仓,预亏预减,融资融券,海洋经济,PPP模式,创业板综,鸿蒙概念",广东,177280000.0,151891183.0
sz300962,中金辐照,专业服务,"中字头,深圳特区,机构重仓,融资融券,食品安全,央国企改革,创业板综,消毒剂,核污染防治",广东,264001897.0,264001897.0
sz300963,中洲特材,有色金属,"军工,新材料,核能核电,融资融券,页岩气,3D打印,医疗器械概念,创业板综,中俄贸易概念,超超临界发电",上海,458640000.0,289412680.0
sz300964,本川智能,电子元件,"军工,预盈预增,融资融券,5G概念,创业板综,PCB,6G概念,专精特新,机器人概念,CPO概念",江苏,77298284.0,55060747.0
sz300965,恒宇信通,航天航空,"军工,预盈预增,融资融券,北斗导航,无人机,创业板综",北京,60000000.0,20609250.0
sz300966,共同药业,化学制药,"转债标的,预亏预减,融资融券,婴童概念,创业板综,辅助生殖,合成生物",湖北,115279416.0,76664972.0
sz300967,晓鸣股份,农牧饲渔,"转债标的,QFII重仓,预盈预增,西部大开发,融资融券,创业板综,乡村振兴,鸡肉概念",宁夏,187569361.0,124791142.0
sz300968,格林精密,消费电子,"预盈预增,融资融券,智能穿戴,智能家居,无人机,虚拟现实,创业板综,深股通,小米概念,华为概念,电子烟,机器人概念,柔性屏(折叠屏),AI手机,AIPC,AI眼镜",广东,413380000.0,413380000.0
sz300969,恒帅股份,汽车零部件,"转债标的,机构重仓,融资融券,创业板综,深股通,新能源车,汽车热管理,机器人概念",浙江,112000000.0,30360288.0
sz300970,华绿生物,农牧饲渔,"预亏预减,融资融券,创业板综,农业种植,微盘股,合成生物",江苏,120202400.0,92729429.0
sz300971,博亚精工,通用设备,"军工,机构重仓,融资融券,一带一路,创业板综,工业母机,专精特新,中俄贸易概念,微盘股",湖北,117600000.0,92062498.0
sz300972,万辰集团,农牧饲渔,"预盈预增,融资融券,创业板综,深股通,新零售,农业种植,百元股",福建,187615062.0,163443447.0
sz300973,立高食品,食品饮料,"转债标的,预盈预增,融资融券,创业板综,深股通",广东,169340501.0,116526251.0
sz300975,商络电子,贸易行业,"创投,预盈预增,融资融券,智能穿戴,电商概念,无人机,创业板综,深股通,小米概念,百度概念,被动元件,内贸流通,激光雷达,机器人概念,跨境电商,小米汽车,飞行汽车(eVTOL),低空经济",江苏,687005604.0,469158314.0
sz300976,达瑞电子,消费电子,"预盈预增,融资融券,智能穿戴,特斯拉,苹果概念,虚拟现实,创业板综,深股通,华为概念,柔性屏(折叠屏),碳纤维",广东,133114976.0,85210032.0
sz300977,深圳瑞捷,工程咨询服务,"深圳特区,预亏预减,融资融券,创业板综,人工智能,雄安新区,数据中心,新型城镇化,房屋检测",广东,152226727.0,94731684.0
sz300978,东箭科技,汽车零部件,"融资融券,创业板综,深股通,新能源车,华为汽车",广东,422702739.0,188960084.0
sz300979,华利集团,纺织服装,"HS300_,深成500,融资融券,创业成份,婴童概念,体育产业,创业板综,深证100R,深股通,贬值受益",广东,1167000000.0,1166992350.0
sz300980,祥源新材,塑料制品,"新材料,锂电池,融资融券,苹果概念,创业板综,专精特新,建筑节能,噪声防治,柔性屏(折叠屏)",湖北,138211043.0,98341448.0
sz300981,中红医疗,医疗器械,"预盈预增,融资融券,医疗器械概念,央国企改革,创业板综,深股通",河北,428864959.0,393034879.0
sz300982,苏文电能,工程建设,"机构重仓,预亏预减,智能电网,融资融券,创业板综,工业互联,虚拟电厂,储能,专精特新",江苏,206965146.0,193883646.0
sz300983,尤安设计,工程咨询服务,"预亏预减,融资融券,创业板综,新型城镇化",上海,172800000.0,118282465.0
sz300984,金沃股份,通用设备,"预盈预增,融资融券,创业板综,深股通,2025中报预增",浙江,123268602.0,80199556.0
sz300985,致远新能,通用设备,"预亏预减,锂电池,融资融券,创业板综,天然气,氢能源",吉林,186512480.0,186512480.0
sz300986,志特新材,装修装饰,"预盈预增,融资融券,量子科技,一带一路,创业板综,人工智能,新型城镇化",江西,409500174.0,409343690.0
sz300987,川网传媒,文化传媒,"机构重仓,西部大开发,融资融券,央国企改革,创业板综,人工智能,百度概念,影视概念,智慧政务,元宇宙概念,虚拟数字人,AIGC概念,DeepSeek概念",四川,173368000.0,173368000.0
sz300988,津荣天宇,通用设备,"机构重仓,融资融券,创业板综,新能源车,储能,工业母机,专精特新,汽车热管理,小米汽车",天津,140297357.0,106591097.0
sz300989,蕾奥规划,工程咨询服务,"深圳特区,预亏预减,融资融券,智慧城市,粤港自贸,一带一路,海绵城市,创业板综,乡村振兴,新型城镇化,算力概念,空间计算,低空经济",广东,210959534.0,150613160.0
sz300990,同飞股份,通用设备,"融资融券,创业板综,深股通,氢能源,光刻机(胶),换电概念,专精特新,液冷概念",河北,169749340.0,77729470.0
sz300991,创益通,电子元件,"预盈预增,锂电池,融资融券,5G概念,创业板综,小米概念,新能源车,专精特新,铜缆高速连接",广东,144000000.0,89892000.0
sz300992,泰福泵业,通用设备,"节能环保,转债标的,预亏预减,融资融券,水利建设,创业板综,贬值受益,农业种植,抽水蓄能,空气能热泵,微盘股",浙江,95177803.0,77333303.0
sz300993,玉马科技,家用轻工,"新材料,融资融券,创业板综,贬值受益,专精特新,建筑节能,户外露营,跨境电商,抗菌面料",山东,308131200.0,241265700.0
sz300994,久祺股份,交运设备,"机构重仓,融资融券,婴童概念,体育产业,创业板综,贬值受益,跨境电商",浙江,233088000.0,116664000.0
sz300995,奇德新材,塑料制品,"QFII重仓,机构重仓,融资融券,婴童概念,一带一路,创业板综,降解塑料,碳纤维",广东,84160000.0,59904781.0
sz300996,普联软件,软件开发,"预盈预增,融资融券,国产软件,虚拟现实,创业板综,人工智能,增强现实,AI智能体,区块链,小米概念,华为概念,信创,AIGC概念,ERP概念,数据要素,财税数字化",山东,282776048.0,236884849.0
sz300997,欢乐家,食品饮料,"参股银行,融资融券,创业板综,深股通,乡村振兴,网红经济",广东,437473475.0,386007256.0
sz300998,宁波方正,汽车零部件,"预盈预增,锂电池,融资融券,特斯拉,创业板综,并购重组概念",浙江,137169230.0,107680580.0
sz300999,金龙鱼,食品饮料,"HS300_,深成500,长江三角,融资融券,创业成份,上海自贸,电商概念,体育产业,创业板综,深证100R,深股通,超级品牌,MSCI中国,富时罗素,社区团购,茅指数,预制菜概念,调味品概念",上海,5421591536.0,542647097.0
sz301000,肇民科技,塑料制品,"预盈预增,融资融券,创业板综,深股通,新能源车,汽车热管理,人形机器人",上海,242395322.0,228787322.0
sz301001,凯淳股份,互联网服务,"预盈预增,融资融券,电商概念,国产软件,创业板综,人工智能,网红经济,微盘股,小红书概念",上海,80000000.0,50300000.0
sz301002,崧盛股份,电网设备,"转债标的,机构重仓,预亏预减,LED,融资融券,智慧城市,创业板综,植物照明",广东,122876546.0,73323773.0
sz301003,江苏博云,塑料制品,"新材料,融资融券,创业板综,贬值受益,新能源车",江苏,97133323.0,74610103.0
sz301004,嘉益股份,家用轻工,"转债标的,预盈预增,融资融券,婴童概念,创业板综,深股通,跨境电商",浙江,145446857.0,134504860.0
sz301005,超捷股份,汽车零部件,"军工,预盈预增,融资融券,特斯拉,创业板综,新能源车,商业航天,华为汽车,换电概念,专精特新,机器人概念,小米汽车,PEEK材料概念,人形机器人",上海,134267251.0,132371786.0
sz301006,迈拓股份,仪器仪表,"物联网,融资融券,智慧城市,国产软件,创业板综,专精特新,微盘股",江苏,139280000.0,86086100.0
sz301007,德迈仕,汽车零部件,"融资融券,特斯拉,无人机,创业板综,无人驾驶,氢能源,新能源车,激光雷达,专精特新,汽车热管理,机器人概念,小米汽车",辽宁,153340000.0,152993500.0
sz301008,宏昌科技,家电行业,"机构重仓,预亏预减,融资融券,创业板综,传感器,专精特新,人形机器人,2025中报预减",浙江,130963234.0,115843234.0
sz301009,可靠股份,美容护理,"预盈预增,融资融券,养老概念,婴童概念,电商概念,创业板综,宠物经济,专精特新",浙江,271860000.0,130557707.0
sz301010,晶雪节能,装修建材,"节能环保,生物疫苗,机构重仓,融资融券,创业板综,冷链物流,专精特新,建筑节能,微盘股,冰雪经济",江苏,108000000.0,108000000.0
sz301011,华立科技,专用设备,"预盈预增,融资融券,婴童概念,虚拟现实,创业板综,增强现实,电子竞技,元宇宙概念,谷子经济",广东,146692000.0,138307488.0
sz301012,扬电科技,电网设备,"节能环保,预盈预增,融资融券,创业板综,专精特新",江苏,196960162.0,156829162.0
sz301013,利和兴,专用设备,"预盈预增,融资融券,医疗器械概念,5G概念,创业板综,小米概念,OLED,富士康,华为概念,MLCC,半导体概念,华为汽车,华为昇腾,专精特新,机器人概念,柔性屏(折叠屏),荣耀概念,人形机器人",广东,233743056.0,189241638.0
sz301015,百洋医药,医药商业,"创投,转债标的,深成500,融资融券,中药概念,婴童概念,电商概念,医疗器械概念,创业板综,深股通,快递概念,机器人概念,创新药,跨境电商",山东,525619476.0,525551976.0
sz301016,雷尔伟,交运设备,"机构重仓,铁路基建,融资融券,创业板综,无人驾驶,储能",江苏,218400000.0,207150157.0
sz301017,漱玉平民,医药商业,"转债标的,QFII重仓,预亏预减,融资融券,养老概念,电商概念,阿里概念,创业板综,深股通,冷链物流,医疗美容",山东,405352766.0,243352766.0
sz301018,申菱环境,专用设备,"军工,节能环保,核能核电,融资融券,特斯拉,创业板综,深股通,养老金,华为概念,储能,抽水蓄能,东数西算,空气能热泵,液冷概念",广东,266052564.0,198975414.0
sz301019,宁波色母,塑料制品,"新材料,融资融券,创业板综,专精特新,娃哈哈概念",浙江,167999995.0,111465861.0
sz301020,密封科技,汽车零部件,"融资融券,央国企改革,创业板综,氢能源,专精特新",山东,146400000.0,146400000.0
sz301021,英诺激光,电子元件,"预盈预增,融资融券,3D打印,苹果概念,医疗器械概念,创业板综,第三代半导体,培育钻石,钙钛矿电池,TOPCon电池,BC电池",广东,152151932.0,152124782.0
sz301022,海泰科,汽车零部件,"转债标的,融资融券,创业板综,贬值受益,新能源车,华为汽车,小米汽车",山东,86661176.0,54114007.0
sz301023,江南奕帆,电机,"预盈预增,融资融券,创业板综,储能,机器人概念,减速器,机器人执行器,人形机器人",江苏,78187370.0,41600842.0
sz301024,霍普股份,工程建设,"新能源,机构重仓,太阳能,融资融券,国产软件,创业板综,人工智能,流感,数据中心,装配建筑,储能,职业教育,建筑节能,新型城镇化",上海,63585000.0,60210000.0
sz301025,读客文化,文化传媒,"QFII重仓,机构重仓,预盈预增,融资融券,婴童概念,创业板综,数字阅读,AI语料",上海,400309400.0,277150740.0
sz301026,浩通科技,小金属,"节能环保,新材料,融资融券,小金属概念,创业板综,垃圾分类,汽车拆解",江苏,158273987.0,111580666.0
sz301027,华蓝集团,工程咨询服务,"预亏预减,西部大开发,融资融券,智慧城市,大数据,一带一路,海绵城市,创业板综,人工智能,乡村振兴,车联网(车路云),装配建筑,绿色电力,地下管网,AIGC概念,数据要素,空间计算,房屋检测",广西,147000000.0,118242296.0
sz301028,东亚机械,通用设备,"节能环保,QFII重仓,机构重仓,核能核电,融资融券,创业板综,半导体概念,工业母机,专精特新,机器人概念",福建,384049688.0,248459438.0
sz301029,怡合达,通用设备,"深成500,融资融券,创业成份,电商概念,创业板综,深股通,工业母机,机器人概念,新型工业化",广东,634202712.0,461883017.0
sz301030,仕净科技,专用设备,"节能环保,预亏预减,太阳能,融资融券,创业板综,深股通,尾气治理,专精特新",江苏,202383330.0,161446910.0
sz301031,中熔电气,电网设备,"预盈预增,西部大开发,融资融券,特斯拉,充电桩,创业板综,深股通,华为概念,新能源车,华为汽车,专精特新,高压快充,2025中报预增",陕西,98322480.0,68817680.0
sz301032,新柴股份,通用设备,"QFII重仓,机构重仓,预盈预增,融资融券,创业板综,工程机械概念,发电机概念",浙江,241133400.0,159872775.0
sz301033,迈普医学,医疗服务,"预盈预增,融资融券,3D打印,医疗器械概念,创业板综,专精特新",广东,66611929.0,56067429.0
sz301035,润丰股份,农药兽药,"融资融券,创业板综,深股通,农业种植,草甘膦",山东,280770974.0,280317705.0
sz301036,双乐股份,化学制品,"预盈预增,融资融券,创业板综,光刻机(胶)",江苏,100000000.0,70434135.0
sz301037,保立佳,化学制品,"预亏预减,锂电池,融资融券,创业板综,微盘股",上海,139031686.0,67997785.0
sz301038,深水规院,工程建设,"深圳特区,预盈预增,融资融券,水利建设,海洋经济,粤港自贸,央国企改革,海绵城市,创业板综,抽水蓄能,地下管网,新型城镇化,数据要素",广东,223080000.0,223080000.0
sz301039,中集车辆,汽车整车,"QFII重仓,深成500,融资融券,创业板综,无人驾驶,深股通,冷链物流,华为概念,垃圾分类",广东,1874124420.0,1453680000.0
sz301040,中环海陆,风电设备,"军工,转债标的,预亏预减,核能核电,风能,融资融券,无人机,创业板综,商业航天,工程机械概念,专精特新",江苏,100000907.0,94232282.0
sz301041,金百泽,电子元件,"军工,融资融券,5G概念,创业板综,PCB,特高压,职业教育,机器人概念,新型工业化,低空经济",广东,106680000.0,78920639.0
sz301042,安联锐视,计算机设备,"机构重仓,融资融券,国家安防,创业板综,贬值受益,华为概念,WiFi,生物识别,机器人概念",广东,69723577.0,65983127.0
sz301043,绿岛风,专用设备,"融资融券,创业板综,建筑节能,微盘股",广东,68000000.0,68000000.0
sz301045,天禄科技,光学光电子,"新材料,预盈预增,融资融券,智能电视,创业板综,小米概念,OLED,MiniLED",江苏,110318358.0,67239054.0
sz301046,能辉科技,光伏设备,"新能源,转债标的,太阳能,融资融券,创业板综,储能,绿色电力,新型城镇化,机器人概念",上海,152295829.0,113163579.0
sz301047,义翘神州,生物制品,"预亏预减,融资融券,创业板综,深股通,CRO,重组蛋白,痘病毒防治,合成生物",北京,121636742.0,119580621.0
sz301048,金鹰重工,交运设备,"铁路基建,融资融券,央国企改革,一带一路,创业板综,深股通,工程机械概念",湖北,533333400.0,533333400.0
sz301049,超越科技,环保行业,"节能环保,预盈预增,融资融券,创业板综,垃圾分类,医废处理,汽车拆解,动力电池回收,微盘股",安徽,94253334.0,42826359.0
sz301050,雷电微力,半导体,"军工,深成500,西部大开发,融资融券,北斗导航,创业板综,深股通,国产芯片,卫星互联网,商业航天,6G概念,专精特新,毫米波概念",四川,244791768.0,208091913.0
sz301051,信濠光电,消费电子,"深圳特区,预亏预减,融资融券,创业板综,深股通,3D玻璃,柔性屏(折叠屏)",广东,203043456.0,161007966.0
sz301052,果麦文化,文化传媒,"QFII重仓,融资融券,创业板综,AIGC概念,Sora概念,AI语料,谷子经济",浙江,98959339.0,80195920.0
sz301053,远信工业,专用设备,"节能环保,转债标的,预盈预增,融资融券,一带一路,创业板综,专精特新,微盘股",浙江,82475816.0,75752702.0
sz301055,张小泉,通用设备,"融资融券,电商概念,创业板综,超级品牌,NFT概念",浙江,156000000.0,156000000.0
sz301056,森赫股份,专用设备,"军工,物联网,融资融券,创业板综,专精特新",浙江,266786667.0,175995830.0
sz301057,汇隆新材,化纤行业,"融资融券,一带一路,创业板综,专精特新,微盘股",浙江,116969438.0,82586963.0
sz301058,中粮科工,工程建设,"中字头,机构重仓,融资融券,央国企改革,一带一路,创业板综,深股通,冷链物流,冰雪经济",江苏,512274245.0,512274245.0
sz301059,金三江,化学原料,"预盈预增,融资融券,创业板综,专精特新",广东,231154000.0,206737026.0
sz301060,兰卫医学,医疗器械,"预盈预增,融资融券,基因测序,创业板综,人工智能,体外诊断,专精特新,幽门螺杆菌概念,痘病毒防治",上海,400517000.0,355378877.0
sz301061,匠心家居,家电行业,"预盈预增,融资融券,智能家居,创业板综,深股通,贬值受益,2025中报预增",江苏,217581796.0,144484438.0
sz301062,上海艾录,包装材料,"转债标的,太阳能,融资融券,创业板综",上海,432277187.0,311609280.0
sz301063,海锅股份,风电设备,"风能,融资融券,油气设服,创业板综,专精特新",江苏,104360724.0,100446628.0
sz301065,本立科技,化学原料,"化工原料,融资融券,创业板综,专精特新,微盘股",浙江,106020000.0,86287500.0
sz301066,万事利,纺织服装,"创投,融资融券,创业板综,人工智能,化妆品概念,AIGC概念,跨境电商",浙江,234923111.0,188786643.0
sz301067,显盈科技,消费电子,"深圳特区,预亏预减,融资融券,无人机,创业板综,氮化镓,专精特新,铜缆高速连接,AI眼镜",广东,97236000.0,63828900.0
sz301068,大地海洋,环保行业,"节能环保,预盈预增,融资融券,创业板综,养老金",浙江,141315742.0,100777827.0
sz301069,凯盛新材,化学原料,"化工原料,转债标的,预亏预减,融资融券,创业板综,深股通,PEEK材料概念",山东,420641138.0,391961138.0
sz301070,开勒股份,专用设备,"预亏预减,太阳能,融资融券,创业板综,人工智能,智慧政务,华为昇腾,算力概念,数据要素,DeepSeek概念",上海,90229840.0,59354800.0
sz301071,力量钻石,非金属材料,"新材料,融资融券,创业板综,深股通,半导体概念,培育钻石",河南,260272313.0,194594167.0
sz301072,中捷精工,汽车零部件,"预亏预减,融资融券,创业板综,新能源车,专精特新,小米汽车,微盘股",江苏,105045985.0,67139923.0
sz301073,君亭酒店,旅游酒店,"融资融券,养老概念,创业板综,低空经济",浙江,194451046.0,178179500.0
sz301075,多瑞医药,化学制药,"机构重仓,预亏预减,西部大开发,融资融券,创业板综,流感",西藏,80000000.0,80000000.0
sz301076,新瀚新材,化学原料,"新材料,融资融券,创业板综,昨日涨停,化妆品概念,专精特新,昨日涨停_含一字,PEEK材料概念",江苏,174881200.0,109811552.0
sz301077,星华新材,化学制品,"融资融券,创业板综,专精特新",浙江,170078941.0,95402629.0
sz301078,孩子王,商业百货,"深成500,预盈预增,融资融券,婴童概念,电商概念,创业板综,人工智能,深股通,AI智能体,养老金,百度概念,网红经济,托育服务,跨境电商,ChatGPT概念,2025中报预增",江苏,1261359906.0,1254205031.0
sz301079,邵阳液压,通用设备,"军工,节能环保,QFII重仓,锂电池,融资融券,水利建设,3D打印,海洋经济,一带一路,创业板综,商业航天,专精特新,机器人概念",湖南,108932234.0,69525199.0
sz301080,百普赛斯,医疗服务,"融资融券,创业板综,深股通,CAR-T细胞疗法,专精特新,重组蛋白,痘病毒防治",北京,167848198.0,126668848.0
sz301081,严牌股份,环保行业,"转债标的,融资融券,创业板综,专精特新,微盘股",浙江,225126451.0,215898481.0
sz301082,久盛电气,电网设备,"预亏预减,核能核电,融资融券,创业板综,储能,专精特新,熔盐储能,高压快充",浙江,226309174.0,209231511.0
sz301083,百胜智能,专用设备,"融资融券,智慧城市,国家安防,充电桩,创业板综,人工智能,车联网(车路云),生物识别,专精特新,机器人概念",江西,177866667.0,85609917.0
sz301085,亚康股份,互联网服务,"预亏预减,云计算,融资融券,国产软件,一带一路,创业板综,无人驾驶,深股通,百度概念,华为概念,数据中心,抖音概念(字节概念),华为昇腾,信创,AIGC概念,算力概念",北京,86775675.0,58911742.0
sz301086,鸿富瀚,消费电子,"预亏预减,锂电池,融资融券,石墨烯,苹果概念,创业板综,富士康,专精特新,液冷概念,新型工业化,2025中报预减",广东,90000000.0,47338313.0
sz301087,可孚医疗,医疗器械,"融资融券,养老概念,电商概念,医疗器械概念,创业板综,深股通,流感,专精特新,幽门螺杆菌概念,重组蛋白,痘病毒防治,跨境电商,AI制药（医疗）,合成生物,DeepSeek概念",湖南,209092000.0,194247020.0
sz301088,戎美股份,纺织服装,"融资融券,电商概念,创业板综",江苏,227900000.0,187850000.0
sz301089,拓新药业,化学制药,"预亏预减,融资融券,病毒防治,创业板综,专精特新,AI制药（医疗）,合成生物",河南,126544500.0,90976313.0
sz301090,华润材料,化学原料,"新材料,预亏预减,融资融券,央国企改革,创业板综,深股通,娃哈哈概念",江苏,1486358853.0,1479409053.0
sz301091,深城交,工程咨询服务,"深圳特区,机构重仓,深成500,融资融券,智慧城市,大数据,粤港自贸,央国企改革,创业板综,无人驾驶,深股通,百度概念,华为概念,数字孪生,智慧政务,车联网(车路云),智慧灯杆,新型城镇化,信创,数据要素,低空经济,房屋检测",广东,527280000.0,527280000.0
sz301092,争光股份,化学制品,"军工,新材料,稀土永磁,融资融券,创业板综,核污染防治,超超临界发电",浙江,134535284.0,60688584.0
sz301093,华兰股份,医疗器械,"机构重仓,预盈预增,融资融券,医疗器械概念,创业板综",江苏,164201624.0,156933991.0
sz301095,广立微,半导体,"深成500,融资融券,创业板综,深股通,国产芯片,EDA概念,专精特新,DeepSeek概念",浙江,200281088.0,174504335.0
sz301096,百诚医药,医疗服务,"预亏预减,融资融券,创业板综,深股通,CRO,创新药,AI制药（医疗）,2025中报预减",浙江,109228284.0,109007179.0
sz301097,天益医疗,医疗器械,"预亏预减,融资融券,医疗器械概念,创业板综,专精特新,微盘股",浙江,58947368.0,18347368.0
sz301098,金埔园林,工程建设,"转债标的,融资融券,PPP模式,创业板综,乡村振兴,地下管网,土壤修复,新型城镇化,微盘股",江苏,183934959.0,149688709.0
sz301099,雅创电子,贸易行业,"预盈预增,融资融券,创业板综,人工智能,无人驾驶,深股通,百度概念,国产芯片,新能源车,车联网(车路云),汽车芯片,存储芯片,小米汽车,飞行汽车(eVTOL),低空经济,人形机器人",上海,114158291.0,70400291.0
sz301100,风光股份,化学制品,"新材料,预亏预减,融资融券,创业板综,专精特新",辽宁,200000000.0,87500000.0
sz301101,明月镜片,家用轻工,"融资融券,智能穿戴,创业板综,深股通,AI眼镜",江苏,201512100.0,190916850.0
sz301102,兆讯传媒,文化传媒,"融资融券,创业板综,人工智能,数字经济,AIGC概念,裸眼3D,小红书概念",天津,406000000.0,101500000.0
sz301103,何氏眼科,医疗服务,"预亏预减,融资融券,养老概念,创业板综,人工智能",辽宁,158026471.0,83090131.0
sz301105,鸿铭股份,专用设备,"QFII重仓,机构重仓,预盈预增,融资融券,创业板综,中俄贸易概念,微盘股",广东,50000000.0,16437497.0
sz301106,骏成科技,光学光电子,"智能电网,融资融券,医疗器械概念,5G概念,创业板综,电子烟,新能源车,星闪概念",江苏,101621335.0,101621335.0
sz301107,瑜欣电子,通用设备,"QFII重仓,机构重仓,预盈预增,西部大开发,融资融券,创业板综,乡村振兴,氢能源,新能源车,专精特新,机器人概念,2025中报预增",重庆,102418120.0,59576650.0
sz301108,洁雅股份,美容护理,"预亏预减,融资融券,婴童概念,创业板综,贬值受益,宠物经济",安徽,112556252.0,64655698.0
sz301109,军信股份,环保行业,"节能环保,融资融券,创业板综,深股通,垃圾分类,绿色电力,新型城镇化",湖南,789100842.0,205335811.0
sz301110,青木科技,互联网服务,"预盈预增,融资融券,电商概念,创业板综,人工智能,AI智能体,宠物经济,跨境电商,数据要素,小红书概念",广东,92535333.0,48540333.0
sz301111,粤万年青,中药,"预亏预减,融资融券,中药概念,创业板综,流感,幽门螺杆菌概念",广东,160000000.0,160000000.0
